BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
59,LONDON,all these things take us back to dark regions of pre-classical and even,0.6,0.3,0.25,0.2,L,4/10
60,LONDON,pre-homeric belief. We have no right to suppose that Sophocles thought,0.61,0.3,0.24,0.2,P,3/10
61,LONDON,of the involuntary parricide and metrogamy as the people in his play do.,0.62,0.3,0.23,0.2,P,3/10
62,LONDON,"Indeed, considering the general tone of his contemporaries and friends,",0.63,0.3,0.22,0.2,P,3/10
63,LONDON,we may safely assume that he did not. But at any rate he has allowed no,0.64,0.3,0.2,0.2,P,3/10
64,LONDON,breath of later enlightenment to disturb the primaeval gloom of his,0.65,0.3,0.19,0.2,P,3/10
65,LONDON,atmosphere.,0.66,0.3,0.18,0.2,P,3/10
66,LONDON,Does this in any way make the tragedy insincere? I think not. We know,0.67,0.5,0.16,0.2,P,3/10
67,LONDON,"that people did feel and think about ""pollution"" in the way which",0.68,0.3,0.15,0.2,P,3/10
68,LONDON,"Sophocles represents; and if they so felt, then the tragedy was there.",0.69,0.3,0.14,0.2,P,3/10
69,LONDON,*       *       *       *       *,0.7,0.3,0.13,0.2,P,3/10
70,LONDON,I think these considerations explain the remarkable absence from this,0.71,0.3,0.11,0.2,P,2/10
71,LONDON,play of any criticism of life or any definite moral judgment. I know,0.72,0.3,0.1,0.2,P,2/10
72,LONDON,"that some commentators have found in it a ""humble and unquestioning",0.73,0.3,0.09,0.2,P,2/10
73,LONDON,"piety,"" but I cannot help suspecting that what they saw was only a",0.74,0.3,0.08,0.2,P,2/10
74,LONDON,reflection from their own pious and unquestioning minds. Man is indeed,0.75,0.3,0.06,0.2,P,2/10
75,LONDON,"shown as a ""plaything of Gods,"" but of Gods strangely and",0.76,0.3,0.05,0.2,P,2/10
76,LONDON,"incomprehensibly malignant, whose ways there is no attempt to explain or",0.77,0.3,0.04,0.2,P,2/10
77,LONDON,"justify. The original story, indeed, may have had one of its roots in a",0.78,0.3,0.03,0.2,P,2/10
78,LONDON,"Theban ""moral tale."" Aelian (_Varia Historia_, 2, 7) tells us that the",0.79,0.3,0.01,0.2,P,2/10
79,LONDON,exposure of a child was forbidden by Theban Law. The state of feeling,0.8,0.3,0.0,0.2,PLP,1/10
